loss,mae,val_loss,val_mae
9093.20703125,9093.70703125,0.03563954681158066,0.25617507100105286
9092.0751953125,9092.5751953125,0.024935871362686157,0.2101237177848816
9091.0537109375,9091.5537109375,0.015941862016916275,0.1615060567855835
9090.0869140625,9090.5869140625,0.008727802895009518,0.10943268984556198
9089.3173828125,9089.8173828125,0.004182596690952778,0.07938364893198013
9088.4287109375,9088.9287109375,0.003103329800069332,0.06147110462188721
9087.5478515625,9088.0478515625,0.005683977622538805,0.08933527767658234
9086.3603515625,9086.8603515625,0.01233199704438448,0.13871556520462036
9085.578125,9086.078125,0.028497152030467987,0.22387371957302094
9085.0927734375,9085.5927734375,0.04975412040948868,0.30371060967445374
9084.5205078125,9085.0205078125,0.09029753506183624,0.4155515432357788
9084.142578125,9084.642578125,0.13436594605445862,0.5100134015083313
9083.626953125,9084.126953125,0.19744782149791718,0.620721697807312
