loss,mae,val_loss,val_mae
9923.7080078125,9924.2080078125,0.07368634641170502,0.37467092275619507
9922.931640625,9923.431640625,0.06168370321393013,0.34113529324531555
9922.0546875,9922.5546875,0.04999760910868645,0.30495893955230713
9921.1962890625,9921.6962890625,0.03862263634800911,0.26503634452819824
9920.341796875,9920.841796875,0.028332527726888657,0.22282031178474426
9919.6201171875,9920.1201171875,0.01986948773264885,0.18083322048187256
9918.900390625,9919.400390625,0.013919753953814507,0.14413553476333618
9918.6259765625,9919.1259765625,0.008991236798465252,0.10506968200206757
9918.1904296875,9918.6904296875,0.0055718873627483845,0.07788852602243423
9917.9599609375,9918.4599609375,0.0038572775665670633,0.06987422704696655
9917.669921875,9918.169921875,0.003797892015427351,0.07499365508556366
9917.4677734375,9917.9677734375,0.00511975958943367,0.09323833882808685
9917.138671875,9917.638671875,0.007966605015099049,0.112605020403862
9917.0244140625,9917.5244140625,0.011985067278146744,0.13074877858161926
9916.6064453125,9917.1064453125,0.017697490751743317,0.16663393378257751
9916.623046875,9917.123046875,0.024490738287568092,0.20310865342617035
9916.423828125,9916.923828125,0.03239191323518753,0.23864002525806427
9916.2685546875,9916.7685546875,0.04167792201042175,0.27459952235221863
