bed_bath_table,health_beauty,sports_leisure,furniture_decor,computers_accessories
17380738.628427655,43222318.72809202,10994470.713391015,13920462.332364865,66292963.08006435
3367.8098942239185,5235.505695491371,2394.1956892081776,3411.815917222378,7589.951643371056
-0.37569898131647617,-0.31794574179384405,-0.2364150459095158,-0.699336018155291,-8.859415440320191
