loss,mae,val_loss,val_mae
9799.6875,9800.1875,0.20978112518787384,0.6256754398345947
9799.1904296875,9799.6904296875,0.20013225078582764,0.6099164485931396
9798.701171875,9799.201171875,0.19059604406356812,0.593926191329956
9798.1396484375,9798.6396484375,0.181300088763237,0.5779187679290771
9797.5234375,9798.0234375,0.17227497696876526,0.5619375705718994
9796.9072265625,9797.4072265625,0.16363221406936646,0.5461757183074951
9796.31640625,9796.81640625,0.15551891922950745,0.5309478640556335
9795.7080078125,9796.2080078125,0.1479308307170868,0.5162976980209351
9795.109375,9795.609375,0.14065279066562653,0.5018471479415894
9794.49609375,9794.99609375,0.1338139772415161,0.4878886640071869
9794.142578125,9794.642578125,0.12715008854866028,0.4738822281360626
9793.5947265625,9794.0947265625,0.12092775106430054,0.4604366719722748
9793.4931640625,9793.9931640625,0.11509095132350922,0.4474327564239502
9792.94140625,9793.44140625,0.10938070714473724,0.43431204557418823
9792.7978515625,9793.2978515625,0.10402145981788635,0.421617329120636
9792.5458984375,9793.0458984375,0.09896337985992432,0.4092392921447754
9792.2724609375,9792.7724609375,0.09407312422990799,0.39789772033691406
9791.9306640625,9792.4306640625,0.08951865881681442,0.38911134004592896
9791.8291015625,9792.3291015625,0.08543655276298523,0.3809930980205536
9791.5439453125,9792.0439453125,0.08170277625322342,0.3733493685722351
9791.4091796875,9791.9091796875,0.07818375527858734,0.36594003438949585
9791.3935546875,9791.8935546875,0.07485684752464294,0.3587368130683899
9791.013671875,9791.513671875,0.07169750332832336,0.3517020642757416
9790.9150390625,9791.4150390625,0.06867289543151855,0.34477418661117554
9790.8837890625,9791.3837890625,0.06573416292667389,0.33784469962120056
9790.677734375,9791.177734375,0.06290248036384583,0.3309659957885742
9790.3134765625,9790.8134765625,0.06016773357987404,0.32411646842956543
9790.509765625,9791.009765625,0.05753565579652786,0.3173147737979889
9790.1806640625,9790.6806640625,0.05498100817203522,0.31049609184265137
9789.99609375,9790.49609375,0.05251593142747879,0.3036927580833435
9789.90625,9790.40625,0.05009883642196655,0.29678335785865784
9789.7548828125,9790.2548828125,0.047690458595752716,0.28963252902030945
9789.77734375,9790.27734375,0.04509871453046799,0.2815815508365631
9789.630859375,9790.130859375,0.0424099862575531,0.2727821171283722
9789.34375,9789.84375,0.039871808141469955,0.26400983333587646
9789.208984375,9789.708984375,0.03753373771905899,0.2554640769958496
9789.1123046875,9789.6123046875,0.035368598997592926,0.24707791209220886
9789.0830078125,9789.5830078125,0.03336368128657341,0.23882848024368286
9788.84375,9789.34375,0.031530775129795074,0.23080046474933624
9788.8662109375,9789.3662109375,0.02982550859451294,0.222819983959198
9788.6259765625,9789.1259765625,0.02822120487689972,0.21474868059158325
9788.6591796875,9789.1591796875,0.026751350611448288,0.20676830410957336
9788.447265625,9788.947265625,0.025442540645599365,0.19904440641403198
9788.234375,9788.734375,0.024350078776478767,0.19449052214622498
9788.072265625,9788.572265625,0.023398108780384064,0.19012658298015594
9787.8203125,9788.3203125,0.022531798109412193,0.1857367306947708
9787.94140625,9788.44140625,0.021760519593954086,0.18138651549816132
9787.8154296875,9788.3154296875,0.021080264821648598,0.1770675778388977
9787.8193359375,9788.3193359375,0.020461909472942352,0.1725381314754486
9787.7392578125,9788.2392578125,0.01986454240977764,0.16718906164169312
9787.44921875,9787.94921875,0.019394148141145706,0.16164851188659668
9787.4150390625,9787.9150390625,0.01907401531934738,0.15622784197330475
9787.1884765625,9787.6884765625,0.018890736624598503,0.1540934145450592
9786.9931640625,9787.4931640625,0.018834615126252174,0.15201564133167267
9787.0869140625,9787.5869140625,0.018897639587521553,0.14997389912605286
9786.71875,9787.21875,0.01907685399055481,0.1497112512588501
9786.853515625,9787.353515625,0.01936410926282406,0.15051519870758057
9786.337890625,9786.837890625,0.019758926704525948,0.1513049304485321
9786.5322265625,9787.0322265625,0.020249107852578163,0.1520557999610901
9786.43359375,9786.93359375,0.020843377336859703,0.15280190110206604
9786.0224609375,9786.5224609375,0.02154683507978916,0.15355360507965088
