bed_bath_table,health_beauty,sports_leisure,furniture_decor,computers_accessories
11683338.117661586,77975083.83242524,21013469.531472232,15461893.392037617,10331573.26263732
3099.4958138020834,8111.682486979167,3659.377213541666,3710.161350911458,2664.9478352864585
-0.3271569725351122,-1.6101944689429546,-0.7651100378471494,-1.0656489803421407,-0.12275009824736394
